ARF5	ENST00000000233	ENSCAFT00000002708
TSC2	ENST00000219476	ENSCAFT00000045663
ZNF500	ENST00000219478	ENSCAFT00000030459
DECR2	ENST00000219481	ENSCAFT00000086326
STUB1	ENST00000219548	ENSCAFT00000049790
RHBDL1	ENST00000219551	ENSCAFT00000031201
MEFV	ENST00000219596	ENSCAFT00000037775
CRYM	ENST00000219599	ENSCAFT00000028250
CAPN15	ENST00000219611	ENSCAFT00000072558
AQP8	ENST00000219660	ENSCAFT00000027704
USP31	ENST00000219689	ENSCAFT00000028068
HMOX2	ENST00000219700	ENSCAFT00000030490
TOX3	ENST00000219746	ENSCAFT00000015432
CDIPT	ENST00000219789	ENSCAFT00000076460
BCKDK	ENST00000219794	ENSCAFT00000026641
KAT8	ENST00000219797	ENSCAFT00000026659
KNOP1	ENST00000219837	ENSCAFT00000028648
MGA	ENST00000219905	ENSCAFT00000015349
AQP9	ENST00000219919	ENSCAFT00000026224
CSK	ENST00000220003	ENSCAFT00000028485
MTFMT	ENST00000220058	ENSCAFT00000027116
CTSH	ENST00000220166	ENSCAFT00000036196
CEMIP	ENST00000220244	ENSCAFT00000065721
EHD4	ENST00000220325	ENSCAFT00000015689
TGM5	ENST00000220420	ENSCAFT00000019105
GABPB1	ENST00000220429	ENSCAFT00000023990
SCG3	ENST00000220478	ENSCAFT00000024572
DNAJC17	ENST00000220496	ENSCAFT00000092448
RHOV	ENST00000220507	ENSCAFT00000045189
VPS18	ENST00000220509	ENSCAFT00000078269
OIP5	ENST00000220514	ENSCAFT00000015143
BLOC1S6	ENST00000220531	ENSCAFT00000072763
EXTL3	ENST00000220562	ENSCAFT00000013147
FDFT1	ENST00000220584	ENSCAFT00000012705
AGO2	ENST00000220592	ENSCAFT00000061641
PAG1	ENST00000220597	ENSCAFT00000013389
TG	ENST00000220616	ENSCAFT00000001727
BRF2	ENST00000220659	ENSCAFT00000010003
ZFAND1	ENST00000220669	ENSCAFT00000062165
RP1	ENST00000220676	ENSCAFT00000011204
RIPK2	ENST00000220751	ENSCAFT00000014242
CPQ	ENST00000220763	ENSCAFT00000087612
DECR1	ENST00000220764	ENSCAFT00000092925
SFRP1	ENST00000220772	ENSCAFT00000045729
DKK4	ENST00000220812	ENSCAFT00000008879
GDAP1	ENST00000220822	ENSCAFT00000013007
EIF3E	ENST00000220849	ENSCAFT00000089786
STMN2	ENST00000220876	ENSCAFT00000065615
TRPS1	ENST00000220888	ENSCAFT00000001274
CHRAC1	ENST00000220913	ENSCAFT00000049276
NCALD	ENST00000220931	ENSCAFT00000050133
MTMR9	ENST00000221086	ENSCAFT00000012867
DCTN6	ENST00000221114	ENSCAFT00000010527
GSR	ENST00000221130	ENSCAFT00000010462
PPP2CB	ENST00000221138	ENSCAFT00000010425
NEFM	ENST00000221166	ENSCAFT00000064488
KCTD9	ENST00000221200	ENSCAFT00000060063
CNOT3	ENST00000221232	ENSCAFT00000071252
EXOSC5	ENST00000221233	ENSCAFT00000043366
PAF1	ENST00000221265	ENSCAFT00000069459
STXBP2	ENST00000221283	ENSCAFT00000029080
ZNF432	ENST00000221315	ENSCAFT00000046705
ZNF180	ENST00000221327	ENSCAFT00000078360
TULP2	ENST00000221399	ENSCAFT00000006235
DHDH	ENST00000221403	ENSCAFT00000006229
ECH1	ENST00000221418	ENSCAFT00000009118
HNRNPL	ENST00000221419	ENSCAFT00000009103
KCNA7	ENST00000221444	ENSCAFT00000044987
RELB	ENST00000221452	ENSCAFT00000007406
CLASRP	ENST00000221455	ENSCAFT00000086456
LIN7B	ENST00000221459	ENSCAFT00000061575
PPP1R37	ENST00000221462	ENSCAFT00000007363
FCGRT	ENST00000221466	ENSCAFT00000005836
CKM	ENST00000221476	ENSCAFT00000044443
PEX11G	ENST00000221480	ENSCAFT00000089757
SLC17A7	ENST00000221485	ENSCAFT00000005894
RNASEH2A	ENST00000221486	ENSCAFT00000027175
SF3A2	ENST00000221494	ENSCAFT00000049949
DKKL1	ENST00000221498	ENSCAFT00000005919
RETN	ENST00000221515	ENSCAFT00000029081
RSPH6A	ENST00000221538	ENSCAFT00000007048
TBC1D17	ENST00000221543	ENSCAFT00000046072
CCDC130	ENST00000221554	ENSCAFT00000063433
SGTA	ENST00000221566	ENSCAFT00000030809
SNAPC2	ENST00000221573	ENSCAFT00000048675
FIZ1	ENST00000221665	ENSCAFT00000048613
EPHX3	ENST00000221730	ENSCAFT00000047212
SLC1A6	ENST00000221742	ENSCAFT00000025669
FBL	ENST00000221801	ENSCAFT00000008713
EBI3	ENST00000221847	ENSCAFT00000030356
TBCB	ENST00000221855	ENSCAFT00000010633
FSD1	ENST00000221856	ENSCAFT00000030327
POLR2I	ENST00000221859	ENSCAFT00000010649
APLP1	ENST00000221891	ENSCAFT00000067538
CACTIN	ENST00000221899	ENSCAFT00000030495
CCDC9	ENST00000221922	ENSCAFT00000006699
TGFB1	ENST00000221930	ENSCAFT00000008059
DMAC2	ENST00000221943	ENSCAFT00000008025
PLIN3	ENST00000221957	ENSCAFT00000030085
CD79A	ENST00000221972	ENSCAFT00000067930
ICAM5	ENST00000221980	ENSCAFT00000028356
CRX	ENST00000221996	ENSCAFT00000006519
CDC37	ENST00000222005	ENSCAFT00000083309
RABAC1	ENST00000222008	ENSCAFT00000007989
CNFN	ENST00000222032	ENSCAFT00000007759
ZNRF4	ENST00000222033	ENSCAFT00000029868
HAS1	ENST00000222115	ENSCAFT00000004505
RAB3D	ENST00000222120	ENSCAFT00000027638
DBP	ENST00000222122	ENSCAFT00000006342
CAPS	ENST00000222125	ENSCAFT00000029761
EPOR	ENST00000222139	ENSCAFT00000027600
RASIP1	ENST00000222145	ENSCAFT00000006284
FGF21	ENST00000222157	ENSCAFT00000006274
CACNG7	ENST00000222212	ENSCAFT00000046764
GCDH	ENST00000222214	ENSCAFT00000060678
DNASE2	ENST00000222219	ENSCAFT00000050049
LENG1	ENST00000222224	ENSCAFT00000004259
SLC5A5	ENST00000222248	ENSCAFT00000023929
KCNN1	ENST00000222249	ENSCAFT00000063114
ARRDC2	ENST00000222250	ENSCAFT00000023957
PIK3R2	ENST00000222254	ENSCAFT00000023779
RAB3A	ENST00000222256	ENSCAFT00000075086
PSENEN	ENST00000222266	ENSCAFT00000047005
COMP	ENST00000222271	ENSCAFT00000082068
UPK1A	ENST00000222275	ENSCAFT00000081349
TMEM147	ENST00000222284	ENSCAFT00000011172
GAPDHS	ENST00000222286	ENSCAFT00000011246
HAMP	ENST00000222304	ENSCAFT00000011304
USF2	ENST00000222305	ENSCAFT00000037592
KXD1	ENST00000222307	ENSCAFT00000023391
ERF	ENST00000222329	ENSCAFT00000046422
SIPA1L3	ENST00000222345	ENSCAFT00000009650
CADM4	ENST00000222374	ENSCAFT00000081383
HGF	ENST00000222390	ENSCAFT00000010288
LAMB1	ENST00000222399	ENSCAFT00000087385
WNT16	ENST00000222462	ENSCAFT00000005620
CPA4	ENST00000222482	ENSCAFT00000002322
GTPBP10	ENST00000222511	ENSCAFT00000002980
TFPI2	ENST00000222543	ENSCAFT00000003232
BET1	ENST00000222547	ENSCAFT00000066485
NAMPT	ENST00000222553	ENSCAFT00000082707
PON2	ENST00000222572	ENSCAFT00000084395
ITGB8	ENST00000222573	ENSCAFT00000092191
HBP1	ENST00000222574	ENSCAFT00000079799
SP4	ENST00000222584	ENSCAFT00000004209
DLX5	ENST00000222598	ENSCAFT00000003444
MPP6	ENST00000222644	ENSCAFT00000090087
NPVF	ENST00000222674	ENSCAFT00000004579
CAV2	ENST00000222693	ENSCAFT00000048990
HOXA2	ENST00000222718	ENSCAFT00000004713
LFNG	ENST00000222725	ENSCAFT00000025998
HOXA5	ENST00000222726	ENSCAFT00000004723
HOXA6	ENST00000222728	ENSCAFT00000004729
TSPAN12	ENST00000222747	ENSCAFT00000005587
HOXA13	ENST00000222753	ENSCAFT00000004756
CHN2	ENST00000222792	ENSCAFT00000037549
ABHD11	ENST00000222800	ENSCAFT00000075986
STX1A	ENST00000222812	ENSCAFT00000020411
NOD1	ENST00000222823	ENSCAFT00000004933
CCL24	ENST00000222902	ENSCAFT00000082930
SNX8	ENST00000222990	ENSCAFT00000081089
WASL	ENST00000223023	ENSCAFT00000092001
SPAM1	ENST00000223028	ENSCAFT00000002767
TFR2	ENST00000223051	ENSCAFT00000022742
MOSPD3	ENST00000223054	ENSCAFT00000022546
PCOLCE	ENST00000223061	ENSCAFT00000076679
RBM28	ENST00000223073	ENSCAFT00000002617
SERPINE1	ENST00000223095	ENSCAFT00000022067
MOGAT3	ENST00000223114	ENSCAFT00000022048
C1GALT1	ENST00000223122	ENSCAFT00000003498
PLOD3	ENST00000223127	ENSCAFT00000089185
RPA3	ENST00000223129	ENSCAFT00000000410
FIS1	ENST00000223136	ENSCAFT00000071897
GLCCI1	ENST00000223145	ENSCAFT00000048438
MYL10	ENST00000223167	ENSCAFT00000082814
NRF1	ENST00000223190	ENSCAFT00000068315
CEP41	ENST00000223208	ENSCAFT00000070310
ZNF862	ENST00000223210	ENSCAFT00000047110
MEST	ENST00000223215	ENSCAFT00000002268
RARRES2	ENST00000223271	ENSCAFT00000059498
YAE1	ENST00000223273	ENSCAFT00000005734
GIMAP2	ENST00000223293	ENSCAFT00000049299
PSMA2	ENST00000223321	ENSCAFT00000079048
MRPL32	ENST00000223324	ENSCAFT00000005634
COA1	ENST00000223336	ENSCAFT00000077102
AEBP1	ENST00000223357	ENSCAFT00000004668
BCL7B	ENST00000223368	ENSCAFT00000063021
CLIP2	ENST00000223398	ENSCAFT00000048444
ZNF510	ENST00000223428	ENSCAFT00000046156
FKTN	ENST00000223528	ENSCAFT00000061449
SEC61B	ENST00000223641	ENSCAFT00000003996
C5	ENST00000223642	ENSCAFT00000005779
TNFSF8	ENST00000223795	ENSCAFT00000005399
PLGRKT	ENST00000223864	ENSCAFT00000003342
EDF1	ENST00000224073	ENSCAFT00000069658
SETX	ENST00000224140	ENSCAFT00000031656
C8G	ENST00000224181	ENSCAFT00000083760
VIM	ENST00000224237	ENSCAFT00000007304
BLNK	ENST00000224337	ENSCAFT00000076317
CYP26A1	ENST00000224356	ENSCAFT00000012129
ATE1	ENST00000224652	ENSCAFT00000049647
CDH23	ENST00000224721	ENSCAFT00000022666
CCSER2	ENST00000224756	ENSCAFT00000088373
ACTA2	ENST00000224784	ENSCAFT00000090130
SFXN3	ENST00000224807	ENSCAFT00000015591
FBXL15	ENST00000224862	ENSCAFT00000016159
PITRM1	ENST00000224949	ENSCAFT00000008673
STN1	ENST00000224950	ENSCAFT00000046042
DNAJC12	ENST00000225171	ENSCAFT00000021116
TBC1D12	ENST00000225235	ENSCAFT00000075206
MPO	ENST00000225275	ENSCAFT00000027699
ST6GALNAC2	ENST00000225276	ENSCAFT00000047237
DHX33	ENST00000225296	ENSCAFT00000024626
UTP18	ENST00000225298	ENSCAFT00000027444
EPX	ENST00000225371	ENSCAFT00000066104
CRYBA1	ENST00000225387	ENSCAFT00000029976
NUFIP2	ENST00000225388	ENSCAFT00000082987
GIT1	ENST00000225394	ENSCAFT00000030074
RPL19	ENST00000225430	ENSCAFT00000026132
CSF3	ENST00000225474	ENSCAFT00000077081
SUPT4H1	ENST00000225504	ENSCAFT00000027758
WNT3	ENST00000225512	ENSCAFT00000001827
TAX1BP3	ENST00000225525	ENSCAFT00000030748
P2RX1	ENST00000225538	ENSCAFT00000030764
PNPO	ENST00000225573	ENSCAFT00000026623
RPS6KB1	ENST00000225577	ENSCAFT00000028050
CBX1	ENST00000225603	ENSCAFT00000085480
PIGL	ENST00000225609	ENSCAFT00000067097
GALK1	ENST00000225614	ENSCAFT00000065230
HOXB6	ENST00000225648	ENSCAFT00000026682
PFN1	ENST00000225655	ENSCAFT00000025071
SLC25A11	ENST00000225665	ENSCAFT00000075318
RASD1	ENST00000225688	ENSCAFT00000029299
C1QBP	ENST00000225698	ENSCAFT00000024628
CPD	ENST00000225719	ENSCAFT00000030201
GOSR1	ENST00000225724	ENSCAFT00000030211
CCDC47	ENST00000225726	ENSCAFT00000020422
MED31	ENST00000225728	ENSCAFT00000036026
DRG2	ENST00000225729	ENSCAFT00000029202
AKAP10	ENST00000225737	ENSCAFT00000028753
ALDH3A1	ENST00000225740	ENSCAFT00000067253
DDX5	ENST00000225792	ENSCAFT00000018595
CCL1	ENST00000225842	ENSCAFT00000084507
CCL13	ENST00000225844	ENSCAFT00000037424
PEX12	ENST00000225873	ENSCAFT00000048006
KRT32	ENST00000225899	ENSCAFT00000025281
KAT2A	ENST00000225916	ENSCAFT00000024870
NAGLU	ENST00000225927	ENSCAFT00000023748
ABI3	ENST00000225941	ENSCAFT00000046651
COL1A1	ENST00000225964	ENSCAFT00000026953
MRPL27	ENST00000225969	ENSCAFT00000026969
LRRC59	ENST00000225972	ENSCAFT00000026982
PPY	ENST00000225992	ENSCAFT00000022861
DUSP3	ENST00000226004	ENSCAFT00000047742
CACNG1	ENST00000226021	ENSCAFT00000018075
HLF	ENST00000226067	ENSCAFT00000043952
EFNB3	ENST00000226091	ENSCAFT00000069246
RANGRF	ENST00000226105	ENSCAFT00000026971
RCVRN	ENST00000226193	ENSCAFT00000027651
MYH1	ENST00000226207	ENSCAFT00000027797
VTN	ENST00000226218	ENSCAFT00000029640
TNFAIP1	ENST00000226225	ENSCAFT00000029628
TMEM97	ENST00000226230	ENSCAFT00000083722
FOXN1	ENST00000226247	ENSCAFT00000029700
ALDOC	ENST00000226253	ENSCAFT00000037104
CD38	ENST00000226279	ENSCAFT00000043207
IBSP	ENST00000226284	ENSCAFT00000015179
LAP3	ENST00000226299	ENSCAFT00000023970
CXCL6	ENST00000226317	ENSCAFT00000038728
JADE1	ENST00000226319	ENSCAFT00000071196
RUFY3	ENST00000226328	ENSCAFT00000088880
PHOX2B	ENST00000226382	ENSCAFT00000002818
GNRHR	ENST00000226413	ENSCAFT00000004448
CWH43	ENST00000226432	ENSCAFT00000003159
MANBA	ENST00000226578	ENSCAFT00000017140
KLHL2	ENST00000226725	ENSCAFT00000014062
IL2	ENST00000226730	ENSCAFT00000006417
WFS1	ENST00000226760	ENSCAFT00000002797
GAR1	ENST00000226796	ENSCAFT00000018244
CLNK	ENST00000226951	ENSCAFT00000043345
SPA17	ENST00000227135	ENSCAFT00000046250
CD82	ENST00000227155	ENSCAFT00000015021
CRYAB	ENST00000227251	ENSCAFT00000073029
CTSC	ENST00000227266	ENSCAFT00000007054
ZPR1	ENST00000227322	ENSCAFT00000021222
CRTAM	ENST00000227348	ENSCAFT00000018571
JHY	ENST00000227349	ENSCAFT00000018556
HSPA8	ENST00000227378	ENSCAFT00000018533
DTX4	ENST00000227451	ENSCAFT00000012238
UNC93B1	ENST00000227471	ENSCAFT00000059846
PUS3	ENST00000227474	ENSCAFT00000016731
CCND1	ENST00000227507	ENSCAFT00000069623
CCDC86	ENST00000227520	ENSCAFT00000026081
PRPF19	ENST00000227524	ENSCAFT00000079502
ANAPC15	ENST00000227618	ENSCAFT00000009317
PANX1	ENST00000227638	ENSCAFT00000006698
APOA5	ENST00000227665	ENSCAFT00000021156
APOC3	ENST00000227667	ENSCAFT00000021144
IL10RA	ENST00000227752	ENSCAFT00000020372
GALNT18	ENST00000227756	ENSCAFT00000012310
BIRC2	ENST00000227758	ENSCAFT00000023996
PDHX	ENST00000227868	ENSCAFT00000011083
DGAT2	ENST00000228027	ENSCAFT00000008641
YBX3	ENST00000228251	ENSCAFT00000021267
KITLG	ENST00000228280	ENSCAFT00000069614
SART3	ENST00000228284	ENSCAFT00000061704
ZNF268	ENST00000228289	ENSCAFT00000065918
RPLP0	ENST00000228306	ENSCAFT00000016229
PXN	ENST00000228307	ENSCAFT00000016266
POLR3B	ENST00000228347	ENSCAFT00000002941
CD69	ENST00000228434	ENSCAFT00000021549
PRDM4	ENST00000228437	ENSCAFT00000002803
CLEC2B	ENST00000228438	ENSCAFT00000049645
DAO	ENST00000228476	ENSCAFT00000080542
KCTD10	ENST00000228495	ENSCAFT00000017330
MLEC	ENST00000228506	ENSCAFT00000016534
MVK	ENST00000228510	ENSCAFT00000049809
CSRNP2	ENST00000228515	ENSCAFT00000012550
IL23A	ENST00000228534	ENSCAFT00000000198
SYT10	ENST00000228567	ENSCAFT00000016633
CYP27B1	ENST00000228606	ENSCAFT00000000446
MYF6	ENST00000228641	ENSCAFT00000009349
MYF5	ENST00000228644	ENSCAFT00000009368
GLI1	ENST00000228682	ENSCAFT00000077414
PPM1H	ENST00000228705	ENSCAFT00000000522
LTA4H	ENST00000228740	ENSCAFT00000010410
ELK3	ENST00000228741	ENSCAFT00000010417
ITFG2	ENST00000228799	ENSCAFT00000043853
GPN3	ENST00000228827	ENSCAFT00000013443
FGF6	ENST00000228837	ENSCAFT00000091583
MYL2	ENST00000228841	ENSCAFT00000073266
RAD51AP1	ENST00000228843	ENSCAFT00000024348
AKAP3	ENST00000228850	ENSCAFT00000044162
CREBL2	ENST00000228865	ENSCAFT00000021011
CDKN1B	ENST00000228872	ENSCAFT00000021002
GPRC5D	ENST00000228887	ENSCAFT00000039797
SCNN1A	ENST00000228916	ENSCAFT00000047393
LTBR	ENST00000228918	ENSCAFT00000048192
OGFOD2	ENST00000228922	ENSCAFT00000012271
OAS3	ENST00000228928	ENSCAFT00000014196
ART4	ENST00000228936	ENSCAFT00000020581
ARHGDIB	ENST00000228945	ENSCAFT00000020458
RERGL	ENST00000229002	ENSCAFT00000019992
VDR	ENST00000229022	ENSCAFT00000014506
FZD10	ENST00000229030	ENSCAFT00000010945
IL26	ENST00000229134	ENSCAFT00000000644
IFNG	ENST00000229135	ENSCAFT00000000643
NUP107	ENST00000229179	ENSCAFT00000000659
CNOT2	ENST00000229195	ENSCAFT00000086637
KRR1	ENST00000229214	ENSCAFT00000009137
MRPL51	ENST00000229238	ENSCAFT00000048124
GAPDH	ENST00000229239	ENSCAFT00000023939
ACRBP	ENST00000229243	ENSCAFT00000023459
COPS7A	ENST00000229251	ENSCAFT00000023365
GNB3	ENST00000229264	ENSCAFT00000072381
USP5	ENST00000229268	ENSCAFT00000023250
TPI1	ENST00000229270	ENSCAFT00000023116
ENO2	ENST00000229277	ENSCAFT00000072295
APOBEC1	ENST00000229304	ENSCAFT00000080618
GOLT1B	ENST00000229314	ENSCAFT00000048768
PRKAB1	ENST00000229328	ENSCAFT00000078233
CMAS	ENST00000229329	ENSCAFT00000018838
HCFC2	ENST00000229330	ENSCAFT00000078134
AICDA	ENST00000229335	ENSCAFT00000061322
RAB35	ENST00000229340	ENSCAFT00000049240
SRSF9	ENST00000229390	ENSCAFT00000016374
FGFR1OP2	ENST00000229395	ENSCAFT00000046942
KLRB1	ENST00000229402	ENSCAFT00000021572
GCLC	ENST00000229416	ENSCAFT00000003595
RSPH4A	ENST00000229554	ENSCAFT00000001393
SMIM8	ENST00000229570	ENSCAFT00000047672
ASF1A	ENST00000229595	ENSCAFT00000001453
SLC44A4	ENST00000229729	ENSCAFT00000001024
FBXO5	ENST00000229758	ENSCAFT00000042996
FANCE	ENST00000229769	ENSCAFT00000002036
TULP1	ENST00000229771	ENSCAFT00000062366
MAPK14	ENST00000229794	ENSCAFT00000062924
STK38	ENST00000229812	ENSCAFT00000002183
RAB44	ENST00000229824	ENSCAFT00000002191
MCM3	ENST00000229854	ENSCAFT00000003463
SAYSD1	ENST00000229903	ENSCAFT00000002420
CAP2	ENST00000229922	ENSCAFT00000015904
GPR63	ENST00000229955	ENSCAFT00000005535
FBXL4	ENST00000229971	ENSCAFT00000005576
GPLD1	ENST00000230036	ENSCAFT00000016380
ACOT13	ENST00000230048	ENSCAFT00000091560
RPS12	ENST00000230050	ENSCAFT00000000299
B3GAT2	ENST00000230053	ENSCAFT00000004114
GMNN	ENST00000230056	ENSCAFT00000038843
SNX3	ENST00000230085	ENSCAFT00000077968
ZBTB24	ENST00000230122	ENSCAFT00000006157
FIG4	ENST00000230124	ENSCAFT00000045616
ADGRG6	ENST00000230173	ENSCAFT00000067796
UNC93A	ENST00000230256	ENSCAFT00000001339
MDFI	ENST00000230321	ENSCAFT00000002502
TFEB	ENST00000230323	ENSCAFT00000087703
BYSL	ENST00000230340	ENSCAFT00000002535
TBP	ENST00000230354	ENSCAFT00000091705
GUCA1B	ENST00000230361	ENSCAFT00000002576
PRPH2	ENST00000230381	ENSCAFT00000002698
PTK7	ENST00000230419	ENSCAFT00000002860
DNPH1	ENST00000230431	ENSCAFT00000002894
EXOC2	ENST00000230449	ENSCAFT00000014607
TMEM30A	ENST00000230461	ENSCAFT00000004282
CCN6	ENST00000230529	ENSCAFT00000049461
LAMA4	ENST00000230538	ENSCAFT00000080406
ENPP5	ENST00000230565	ENSCAFT00000003195
LY86	ENST00000230568	ENSCAFT00000077630
PRSS16	ENST00000230582	ENSCAFT00000017667
MEP1A	ENST00000230588	ENSCAFT00000003244
MTREX	ENST00000230640	ENSCAFT00000010985
ISL1	ENST00000230658	ENSCAFT00000029303
SLC6A7	ENST00000230671	ENSCAFT00000028924
POU4F3	ENST00000230732	ENSCAFT00000010452
HARS2	ENST00000230771	ENSCAFT00000009521
NUDT12	ENST00000230792	ENSCAFT00000047431
GHR	ENST00000230882	ENSCAFT00000073945
HBEGF	ENST00000230990	ENSCAFT00000072586
LOX	ENST00000231004	ENSCAFT00000047571
GZMK	ENST00000231009	ENSCAFT00000029193
CDH9	ENST00000231021	ENSCAFT00000030137
SPARC	ENST00000231061	ENSCAFT00000081564
HAND1	ENST00000231121	ENSCAFT00000027975
PCDHB6	ENST00000231136	ENSCAFT00000046063
PCDHB7	ENST00000231137	ENSCAFT00000067329
GRM6	ENST00000231188	ENSCAFT00000000509
THG1L	ENST00000231198	ENSCAFT00000027488
IL12B	ENST00000231228	ENSCAFT00000027382
TTC1	ENST00000231238	ENSCAFT00000043455
IRX4	ENST00000231357	ENSCAFT00000016576
LNPEP	ENST00000231368	ENSCAFT00000012430
AGXT2	ENST00000231420	ENSCAFT00000069828
IL4	ENST00000231449	ENSCAFT00000001367
IL5	ENST00000231454	ENSCAFT00000001335
ST8SIA4	ENST00000231461	ENSCAFT00000012184
PCDH12	ENST00000231484	ENSCAFT00000010074
NUP155	ENST00000231498	ENSCAFT00000029657
TRIM23	ENST00000231524	ENSCAFT00000011941
RARS1	ENST00000231572	ENSCAFT00000027027
CDX1	ENST00000231656	ENSCAFT00000028928
HRH2	ENST00000231683	ENSCAFT00000069789
SLC7A14	ENST00000231706	ENSCAFT00000023686
SEMA3G	ENST00000231721	ENSCAFT00000015081
ZMYND10	ENST00000231749	ENSCAFT00000016881
LTF	ENST00000231751	ENSCAFT00000021862
MLH1	ENST00000231790	ENSCAFT00000007703
EHHADH	ENST00000231887	ENSCAFT00000020981
CRBN	ENST00000231948	ENSCAFT00000046127
HRG	ENST00000232003	ENSCAFT00000021548
BCL6	ENST00000232014	ENSCAFT00000022065
RBP2	ENST00000232217	ENSCAFT00000072559
PFKFB4	ENST00000232375	ENSCAFT00000069675
GNAT1	ENST00000232461	ENSCAFT00000017125
NPRL2	ENST00000232501	ENSCAFT00000016831
CYB561D2	ENST00000232508	ENSCAFT00000016820
GNB4	ENST00000232564	ENSCAFT00000018016
MORC1	ENST00000232603	ENSCAFT00000049092
UMPS	ENST00000232607	ENSCAFT00000019720
ABTB1	ENST00000232744	ENSCAFT00000079090
KLHL18	ENST00000232766	ENSCAFT00000021140
HEMK1	ENST00000232854	ENSCAFT00000016351
RRP9	ENST00000232888	ENSCAFT00000015997
AADAC	ENST00000232892	ENSCAFT00000013588
EIF1B	ENST00000232905	ENSCAFT00000046935
ZBTB47	ENST00000232974	ENSCAFT00000027477
TNNC1	ENST00000232975	ENSCAFT00000062728
NKTR	ENST00000232978	ENSCAFT00000059587
NEK4	ENST00000233027	ENSCAFT00000083535
WDFY1	ENST00000233055	ENSCAFT00000082948
EIF2AK2	ENST00000233057	ENSCAFT00000009794
CPS1	ENST00000233072	ENSCAFT00000076588
DAZAP1	ENST00000233078	ENSCAFT00000031038
DDX1	ENST00000233084	ENSCAFT00000087182
HEATR5B	ENST00000233099	ENSCAFT00000009704
MDH1	ENST00000233114	ENSCAFT00000036209
MAPRE3	ENST00000233121	ENSCAFT00000007456
TMSB10	ENST00000233143	ENSCAFT00000012570
MSH2	ENST00000233146	ENSCAFT00000004191
NCK2	ENST00000233154	ENSCAFT00000003324
TFPI	ENST00000233156	ENSCAFT00000023418
NDUFS1	ENST00000233190	ENSCAFT00000021173
SLC11A1	ENST00000233202	ENSCAFT00000023259
APOB	ENST00000233242	ENSCAFT00000006266
TTL	ENST00000233336	ENSCAFT00000011487
SF3B6	ENST00000233468	ENSCAFT00000068551
SLC30A3	ENST00000233535	ENSCAFT00000007778
MPV17	ENST00000233545	ENSCAFT00000049675
NRBP1	ENST00000233557	ENSCAFT00000007965
SNX17	ENST00000233575	ENSCAFT00000075111
REEP6	ENST00000233596	ENSCAFT00000036487
APC2	ENST00000233607	ENSCAFT00000031029
WBP1	ENST00000233615	ENSCAFT00000063065
MOGS	ENST00000233616	ENSCAFT00000013448
TTC31	ENST00000233623	ENSCAFT00000013430
NDUFS7	ENST00000233627	ENSCAFT00000093664
PCGF1	ENST00000233630	ENSCAFT00000013424
TLX2	ENST00000233638	ENSCAFT00000013413
DOK1	ENST00000233668	ENSCAFT00000013256
ACADL	ENST00000233710	ENSCAFT00000021992
EVA1A	ENST00000233712	ENSCAFT00000076993
LANCL1	ENST00000233714	ENSCAFT00000022271
FANCL	ENST00000233741	ENSCAFT00000063572
IGFBP2	ENST00000233809	ENSCAFT00000023016
IGFBP5	ENST00000233813	ENSCAFT00000022995
KCNJ13	ENST00000233826	ENSCAFT00000018359
GGCX	ENST00000233838	ENSCAFT00000012362
NEU2	ENST00000233840	ENSCAFT00000047600
WNT6	ENST00000233948	ENSCAFT00000048324
IL1RL1	ENST00000233954	ENSCAFT00000003371
IL18R1	ENST00000233957	ENSCAFT00000061008
SLC9A2	ENST00000233969	ENSCAFT00000003357
PPP1R7	ENST00000234038	ENSCAFT00000084891
PASK	ENST00000234040	ENSCAFT00000020384
PROC	ENST00000234071	ENSCAFT00000077178
ODC1	ENST00000234111	ENSCAFT00000036614
GREB1	ENST00000234142	ENSCAFT00000050023
GORASP2	ENST00000234160	ENSCAFT00000020049
CEBPZ	ENST00000234170	ENSCAFT00000009851
PRKD3	ENST00000234179	ENSCAFT00000009918
DLX2	ENST00000234198	ENSCAFT00000036269
SLC1A4	ENST00000234256	ENSCAFT00000005119
ORC2	ENST00000234296	ENSCAFT00000061110
COX7A2L	ENST00000234301	ENSCAFT00000045751
PLEK	ENST00000234313	ENSCAFT00000061121
KISS1R	ENST00000234371	ENSCAFT00000031243
ATP6V1B1	ENST00000234396	ENSCAFT00000005559
MSH6	ENST00000234420	ENSCAFT00000043509
PLEKHA3	ENST00000234453	ENSCAFT00000086544
SPR	ENST00000234454	ENSCAFT00000014229
ENO1	ENST00000234590	ENSCAFT00000031335
CDC7	ENST00000234626	ENSCAFT00000032140
SARS1	ENST00000234677	ENSCAFT00000075886
CLCA1	ENST00000234701	ENSCAFT00000032251
BCL9	ENST00000234739	ENSCAFT00000017579
ANGPTL1	ENST00000234816	ENSCAFT00000065689
TCEANC2	ENST00000234827	ENSCAFT00000082209
TMEM59	ENST00000234831	ENSCAFT00000069609
OPRD1	ENST00000234961	ENSCAFT00000018551
WDR77	ENST00000235090	ENSCAFT00000021763
DLGAP3	ENST00000235180	ENSCAFT00000060555
MAD2L2	ENST00000235310	ENSCAFT00000026256
MFN2	ENST00000235329	ENSCAFT00000026136
MIIP	ENST00000235332	ENSCAFT00000047103
SLC35D1	ENST00000235345	ENSCAFT00000088973
PRDM2	ENST00000235372	ENSCAFT00000025940
RGS2	ENST00000235382	ENSCAFT00000016835
