WNK2	ENST00000297954	ENSCAFT00000042749
EIF2AK1	ENST00000199389	ENSCAFT00000024820
FAM20B	ENST00000263733	ENSCAFT00000022098
SHROOM2	ENST00000380913	ENSCAFT00000076570
CCDC34	ENST00000328697	ENSCAFT00000044748
NAA15	ENST00000296543	ENSCAFT00000005993
TGFBRAP1	ENST00000258449	ENSCAFT00000003341
SENP5	ENST00000323460	ENSCAFT00000065436
HMGXB3	ENST00000613459	ENSCAFT00000028965
FURIN	ENST00000268171	ENSCAFT00000072425
RARRES1	ENST00000237696	ENSCAFT00000046838
HESX1	ENST00000295934	ENSCAFT00000012770
BTBD6	ENST00000392554	ENSCAFT00000029239
ZSCAN30	ENST00000333206	ENSCAFT00000028409
WLS	ENST00000262348	ENSCAFT00000070731
ELMOD2	ENST00000323570	ENSCAFT00000083532
PHAX	ENST00000297540	ENSCAFT00000000909
SLC29A2	ENST00000357440	ENSCAFT00000020225
DUOXA2	ENST00000323030	ENSCAFT00000021730
HDHD5	ENST00000336737	ENSCAFT00000025520
ARID4A	ENST00000355431	ENSCAFT00000024422
GOT1L1	ENST00000307599	ENSCAFT00000009972
LOXL3	ENST00000264094	ENSCAFT00000085332
MMP24	ENST00000246186	ENSCAFT00000012740
RTP2	ENST00000358241	ENSCAFT00000022045
ACTR8	ENST00000335754	ENSCAFT00000013097
LUC7L	ENST00000293872	ENSCAFT00000031307
DHX32	ENST00000284690	ENSCAFT00000020520
SFT2D1	ENST00000361731	ENSCAFT00000001268
ACYP1	ENST00000238618	ENSCAFT00000083251
LIM2	ENST00000596399	ENSCAFT00000004551
SDHAF1	ENST00000378887	ENSCAFT00000010760
FBXL20	ENST00000264658	ENSCAFT00000076590
RAB39B	ENST00000369454	ENSCAFT00000044996
DOC2A	ENST00000350119	ENSCAFT00000027042
OR52E4	ENST00000316987	ENSCAFT00000037099
CLEC3A	ENST00000575655	ENSCAFT00000031878
NDC80	ENST00000261597	ENSCAFT00000029233
RBM12B	ENST00000399300	ENSCAFT00000014490
TIMM22	ENST00000327158	ENSCAFT00000047716
TM2D2	ENST00000456397	ENSCAFT00000049633
DDX20	ENST00000369702	ENSCAFT00000021679
MDM2	ENST00000258149	ENSCAFT00000086081
ORC4	ENST00000264169	ENSCAFT00000059599
CSN2	ENST00000353151	ENSCAFT00000004606
TTLL1	ENST00000266254	ENSCAFT00000084100
SMU1	ENST00000397149	ENSCAFT00000002895
IL11	ENST00000264563	ENSCAFT00000004068
TRARG1	ENST00000333813	ENSCAFT00000030283
NSFL1C	ENST00000216879	ENSCAFT00000010930
HOXA11	ENST00000006015	ENSCAFT00000004754
GJD2	ENST00000290374	ENSCAFT00000013090
PRTG	ENST00000389286	ENSCAFT00000025251
RTN4RL2	ENST00000335099	ENSCAFT00000043306
ASPHD2	ENST00000215906	ENSCAFT00000066664
CLIP4	ENST00000320081	ENSCAFT00000070202
OR5D14	ENST00000335605	ENSCAFT00000012949
ZNF579	ENST00000325421	ENSCAFT00000004042
TDRD6	ENST00000316081	ENSCAFT00000003223
EMC3	ENST00000245046	ENSCAFT00000008393
NIPAL1	ENST00000295461	ENSCAFT00000047021
CHRNB2	ENST00000368476	ENSCAFT00000027196
APOC2	ENST00000590360	ENSCAFT00000007426
GMIP	ENST00000203556	ENSCAFT00000047800
ANKRD42	ENST00000393392	ENSCAFT00000007385
NDUFB2	ENST00000247866	ENSCAFT00000006318
RBM8A	ENST00000583313	ENSCAFT00000017835
SMCO1	ENST00000397537	ENSCAFT00000049271
PDE8A	ENST00000310298	ENSCAFT00000071512
PPP3CA	ENST00000394854	ENSCAFT00000016916
CHAF1B	ENST00000314103	ENSCAFT00000015369
PYM1	ENST00000408946	ENSCAFT00000000129
ACOD1	ENST00000377462	ENSCAFT00000079885
ASB11	ENST00000480796	ENSCAFT00000078959
SLC6A17	ENST00000331565	ENSCAFT00000046724
ITPKB	ENST00000272117	ENSCAFT00000025466
MAPK7	ENST00000308406	ENSCAFT00000028918
MLIP	ENST00000274897	ENSCAFT00000003629
OLFM3	ENST00000338858	ENSCAFT00000031816
GUCA1C	ENST00000261047	ENSCAFT00000016354
RHBDL1	ENST00000219551	ENSCAFT00000031201
ANKRD61	ENST00000409061	ENSCAFT00000024825
FIBIN	ENST00000318627	ENSCAFT00000016151
COPS4	ENST00000264389	ENSCAFT00000014418
CHD8	ENST00000399982	ENSCAFT00000077539
SFR1	ENST00000369727	ENSCAFT00000059695
RBM17	ENST00000379888	ENSCAFT00000008395
NDUFAF5	ENST00000378106	ENSCAFT00000008970
ACAT2	ENST00000367048	ENSCAFT00000001128
PEAK1	ENST00000312493	ENSCAFT00000039159
WDR86	ENST00000334493	ENSCAFT00000048366
LTA	ENST00000412851	ENSCAFT00000000802
HSPB3	ENST00000302005	ENSCAFT00000029214
PTGES	ENST00000340607	ENSCAFT00000044497
SUGP2	ENST00000337018	ENSCAFT00000043444
EGFL8	ENST00000333845	ENSCAFT00000064579
RAD54L	ENST00000371975	ENSCAFT00000006871
MAST2	ENST00000361297	ENSCAFT00000046513
KANK2	ENST00000586659	ENSCAFT00000027519
NREP	ENST00000257435	ENSCAFT00000044180
GCC1	ENST00000321407	ENSCAFT00000002710
KCNIP4	ENST00000382152	ENSCAFT00000061238
AIFM2	ENST00000307864	ENSCAFT00000022236
OR6K6	ENST00000368144	ENSCAFT00000018529
DPP7	ENST00000371579	ENSCAFT00000031018
STARD8	ENST00000252336	ENSCAFT00000064675
EDEM2	ENST00000374492	ENSCAFT00000012686
TRIM27	ENST00000377199	ENSCAFT00000019086
VCPIP1	ENST00000310421	ENSCAFT00000011758
GPR162	ENST00000311268	ENSCAFT00000039809
TFPI2	ENST00000222543	ENSCAFT00000003232
PPIL6	ENST00000521072	ENSCAFT00000006129
MEPE	ENST00000361056	ENSCAFT00000093300
ACTR3	ENST00000263238	ENSCAFT00000046558
ITPR2	ENST00000381340	ENSCAFT00000018058
TCF25	ENST00000263346	ENSCAFT00000019399
TRA2A	ENST00000297071	ENSCAFT00000004456
CD109	ENST00000287097	ENSCAFT00000071448
SMARCA4	ENST00000344626	ENSCAFT00000078567
OTUD7B	ENST00000581312	ENSCAFT00000018535
GSTCD	ENST00000360505	ENSCAFT00000017366
CDC25C	ENST00000323760	ENSCAFT00000001893
CPQ	ENST00000220763	ENSCAFT00000087612
ACADL	ENST00000233710	ENSCAFT00000021992
ADGRV1	ENST00000405460	ENSCAFT00000013109
CTXN2	ENST00000417307	ENSCAFT00000045492
A1BG	ENST00000263100	ENSCAFT00000036110
RPS28	ENST00000600659	ENSCAFT00000080450
NLE1	ENST00000442241	ENSCAFT00000049920
POLK	ENST00000241436	ENSCAFT00000014935
R3HDM1	ENST00000264160	ENSCAFT00000080827
OLIG3	ENST00000367734	ENSCAFT00000000416
HOXA7	ENST00000242159	ENSCAFT00000004737
PITX3	ENST00000370002	ENSCAFT00000043429
CBARP	ENST00000382477	ENSCAFT00000037156
CCDC166	ENST00000533508	ENSCAFT00000048858
KIAA1549L	ENST00000321505	ENSCAFT00000011539
LIF	ENST00000249075	ENSCAFT00000046012
OR56B1	ENST00000317121	ENSCAFT00000010189
RNH1	ENST00000354420	ENSCAFT00000038320
TEAD3	ENST00000338863	ENSCAFT00000066521
TTLL9	ENST00000375938	ENSCAFT00000065381
ZNRF4	ENST00000222033	ENSCAFT00000029868
SLC20A2	ENST00000342228	ENSCAFT00000008842
VWA7	ENST00000375688	ENSCAFT00000000974
TUBG1	ENST00000251413	ENSCAFT00000081157
CDAN1	ENST00000356231	ENSCAFT00000017777
CLU	ENST00000316403	ENSCAFT00000039007
SGPP1	ENST00000247225	ENSCAFT00000044815
SYNDIG1L	ENST00000331628	ENSCAFT00000026785
SFXN3	ENST00000224807	ENSCAFT00000015591
WASF3	ENST00000335327	ENSCAFT00000011013
SLC4A5	ENST00000346834	ENSCAFT00000072145
PSMG3	ENST00000252329	ENSCAFT00000026108
PPP2CA	ENST00000481195	ENSCAFT00000036258
MAPK10	ENST00000359221	ENSCAFT00000014960
MYO1F	ENST00000338257	ENSCAFT00000029439
ATG5	ENST00000343245	ENSCAFT00000005953
PGM2	ENST00000381967	ENSCAFT00000025789
STAG2	ENST00000371144	ENSCAFT00000029531
ING4	ENST00000396807	ENSCAFT00000023454
ZBTB32	ENST00000262630	ENSCAFT00000089441
HINFP	ENST00000350777	ENSCAFT00000019441
UQCR10	ENST00000330029	ENSCAFT00000019595
TRIM38	ENST00000357085	ENSCAFT00000017268
CMBL	ENST00000296658	ENSCAFT00000015999
ASPRV1	ENST00000320256	ENSCAFT00000005320
DAB2	ENST00000320816	ENSCAFT00000085681
NNT	ENST00000264663	ENSCAFT00000072324
TCF7L2	ENST00000355995	ENSCAFT00000046482
TBC1D4	ENST00000377636	ENSCAFT00000008111
TMEM179B	ENST00000333449	ENSCAFT00000024777
ACTC1	ENST00000290378	ENSCAFT00000065599
TSC1	ENST00000298552	ENSCAFT00000031635
NDNF	ENST00000379692	ENSCAFT00000006679
CFAP57	ENST00000372492	ENSCAFT00000008572
FOLH1	ENST00000256999	ENSCAFT00000068616
ANXA13	ENST00000419625	ENSCAFT00000001562
MFSD14A	ENST00000370152	ENSCAFT00000031872
PRKAB1	ENST00000229328	ENSCAFT00000078233
ZNF470	ENST00000330619	ENSCAFT00000045096
PATE2	ENST00000358524	ENSCAFT00000049765
TCEA1	ENST00000521604	ENSCAFT00000064659
ASAP1	ENST00000518721	ENSCAFT00000001671
IFT88	ENST00000319980	ENSCAFT00000011646
LGR4	ENST00000379214	ENSCAFT00000084032
MTSS1	ENST00000518547	ENSCAFT00000072762
ROBO2	ENST00000461745	ENSCAFT00000077078
THSD1	ENST00000258613	ENSCAFT00000009595
CHMP4C	ENST00000297265	ENSCAFT00000013501
BRAP	ENST00000419234	ENSCAFT00000013670
SLC16A12	ENST00000341233	ENSCAFT00000011469
GGACT	ENST00000376250	ENSCAFT00000009438
CARM1	ENST00000327064	ENSCAFT00000062192
RNF180	ENST00000389100	ENSCAFT00000089537
KLHL23	ENST00000272797	ENSCAFT00000019558
IFT172	ENST00000260570	ENSCAFT00000008224
FOXB1	ENST00000396057	ENSCAFT00000039029
CHCHD10	ENST00000484558	ENSCAFT00000022417
HSD17B10	ENST00000168216	ENSCAFT00000025813
CRCP	ENST00000395326	ENSCAFT00000091415
PTCHD1	ENST00000379361	ENSCAFT00000021196
QRSL1	ENST00000369046	ENSCAFT00000006001
PIDD1	ENST00000347755	ENSCAFT00000092566
EXOC6B	ENST00000272427	ENSCAFT00000014280
PNPLA7	ENST00000277531	ENSCAFT00000030881
SP7	ENST00000303846	ENSCAFT00000039795
ISCU	ENST00000311893	ENSCAFT00000018004
AP1M2	ENST00000250244	ENSCAFT00000028157
RASGRP1	ENST00000310803	ENSCAFT00000013805
TOR1AIP2	ENST00000367612	ENSCAFT00000049539
PRR5L	ENST00000378867	ENSCAFT00000062852
PTGFR	ENST00000370757	ENSCAFT00000032403
ADNP	ENST00000349014	ENSCAFT00000018354
INHBC	ENST00000309668	ENSCAFT00000000305
PCMTD1	ENST00000360540	ENSCAFT00000010861
PDPK1	ENST00000342085	ENSCAFT00000088552
OR6M1	ENST00000309154	ENSCAFT00000018237
MINDY2	ENST00000559228	ENSCAFT00000026253
DDC	ENST00000357936	ENSCAFT00000005479
GABRG3	ENST00000615808	ENSCAFT00000015775
LRP6	ENST00000261349	ENSCAFT00000080809
IGDCC4	ENST00000352385	ENSCAFT00000027181
MAL2	ENST00000614891	ENSCAFT00000075358
BABAM1	ENST00000359435	ENSCAFT00000024511
IKZF3	ENST00000346872	ENSCAFT00000025865
TMEM181	ENST00000367090	ENSCAFT00000001010
JAZF1	ENST00000283928	ENSCAFT00000088972
ABHD5	ENST00000458276	ENSCAFT00000076985
SHOC1	ENST00000318737	ENSCAFT00000037683
WDSUB1	ENST00000359774	ENSCAFT00000088490
LETM2	ENST00000379957	ENSCAFT00000009770
ARL5B	ENST00000377275	ENSCAFT00000007111
M1AP	ENST00000290536	ENSCAFT00000043253
SOX18	ENST00000340356	ENSCAFT00000049386
MTMR1	ENST00000370390	ENSCAFT00000042880
CREBRF	ENST00000296953	ENSCAFT00000060042
CELA1	ENST00000293636	ENSCAFT00000088427
ZNF451	ENST00000370706	ENSCAFT00000065226
RDH16	ENST00000398138	ENSCAFT00000000245
SLC36A1	ENST00000243389	ENSCAFT00000028392
PRL	ENST00000306482	ENSCAFT00000016268
ODF1	ENST00000285402	ENSCAFT00000049775
LGR5	ENST00000266674	ENSCAFT00000081859
KDM5B	ENST00000367265	ENSCAFT00000084252
CPNE4	ENST00000429747	ENSCAFT00000010067
TMEM183A	ENST00000367242	ENSCAFT00000016418
TDRD9	ENST00000409874	ENSCAFT00000043378
CCDC43	ENST00000315286	ENSCAFT00000022413
HNRNPUL1	ENST00000392006	ENSCAFT00000008087
PLCB3	ENST00000279230	ENSCAFT00000047129
ASB3	ENST00000263634	ENSCAFT00000004307
DENND1C	ENST00000381480	ENSCAFT00000029583
SERPINI2	ENST00000264677	ENSCAFT00000067423
RBP2	ENST00000232217	ENSCAFT00000072559
ANXA9	ENST00000368947	ENSCAFT00000059884
CDHR1	ENST00000623527	ENSCAFT00000025218
CNTRL	ENST00000238341	ENSCAFT00000073663
ASCC2	ENST00000307790	ENSCAFT00000019678
STOM	ENST00000286713	ENSCAFT00000067332
CYB5R2	ENST00000299498	ENSCAFT00000088383
GAD2	ENST00000259271	ENSCAFT00000006929
PRCP	ENST00000313010	ENSCAFT00000007459
CATSPERB	ENST00000256343	ENSCAFT00000080257
THOP1	ENST00000307741	ENSCAFT00000030803
ELP3	ENST00000256398	ENSCAFT00000013232
PRDM1	ENST00000369096	ENSCAFT00000005944
SLC45A1	ENST00000289877	ENSCAFT00000031294
ZNF835	ENST00000537055	ENSCAFT00000046699
ABHD4	ENST00000428304	ENSCAFT00000017726
ABCC11	ENST00000356608	ENSCAFT00000016007
LSAMP	ENST00000490035	ENSCAFT00000086754
REPS1	ENST00000450536	ENSCAFT00000035161
CD22	ENST00000085219	ENSCAFT00000011287
ABCD1	ENST00000218104	ENSCAFT00000066589
PRR12	ENST00000615927	ENSCAFT00000005806
TJAP1	ENST00000372445	ENSCAFT00000061285
PURA	ENST00000331327	ENSCAFT00000009238
TK1	ENST00000301634	ENSCAFT00000008537
CPB2	ENST00000181383	ENSCAFT00000007266
RBP3	ENST00000584701	ENSCAFT00000025687
CDH20	ENST00000262717	ENSCAFT00000000141
DAB1	ENST00000371231	ENSCAFT00000030052
ISOC2	ENST00000425675	ENSCAFT00000081488
GDPD4	ENST00000376217	ENSCAFT00000048966
OCSTAMP	ENST00000279028	ENSCAFT00000039166
PEX3	ENST00000367591	ENSCAFT00000000471
SRSF9	ENST00000229390	ENSCAFT00000016374
ATP6V1B2	ENST00000276390	ENSCAFT00000016053
GPR137	ENST00000313074	ENSCAFT00000022996
NRIP3	ENST00000309166	ENSCAFT00000011232
RGS19	ENST00000332298	ENSCAFT00000045475
SLC25A32	ENST00000297578	ENSCAFT00000068141
TMEM74B	ENST00000381894	ENSCAFT00000010982
CAPN9	ENST00000271971	ENSCAFT00000019142
CCDC136	ENST00000297788	ENSCAFT00000043917
MTDH	ENST00000336273	ENSCAFT00000015078
OR2W1	ENST00000377175	ENSCAFT00000019268
PRMT9	ENST00000322396	ENSCAFT00000012425
KCNJ4	ENST00000303592	ENSCAFT00000002177
FST	ENST00000256759	ENSCAFT00000082640
RPL13A	ENST00000391857	ENSCAFT00000005848
MAGT1	ENST00000618282	ENSCAFT00000048862
MAPK8	ENST00000374189	ENSCAFT00000068623
AFG1L	ENST00000368977	ENSCAFT00000006076
AS3MT	ENST00000369880	ENSCAFT00000016364
FAIM	ENST00000393034	ENSCAFT00000082116
CDC42BPA	ENST00000334218	ENSCAFT00000064637
MYH15	ENST00000273353	ENSCAFT00000065815
ACER2	ENST00000340967	ENSCAFT00000042911
ARPC1B	ENST00000252725	ENSCAFT00000092730
SPINK14	ENST00000356972	ENSCAFT00000045264
RPS6KC1	ENST00000366960	ENSCAFT00000093131
DSP	ENST00000379802	ENSCAFT00000015201
MSANTD2	ENST00000374979	ENSCAFT00000017712
CLP1	ENST00000525602	ENSCAFT00000012481
FECH	ENST00000262093	ENSCAFT00000000209
CCR5	ENST00000292303	ENSCAFT00000021879
OXGR1	ENST00000298440	ENSCAFT00000008890
UBAP1L	ENST00000502113	ENSCAFT00000048595
PTPRE	ENST00000254667	ENSCAFT00000093081
VTI1B	ENST00000554659	ENSCAFT00000012309
FERMT1	ENST00000217289	ENSCAFT00000009583
NENF	ENST00000366988	ENSCAFT00000019579
CCDC126	ENST00000307471	ENSCAFT00000068786
PCARE	ENST00000331664	ENSCAFT00000036452
AIFM3	ENST00000399167	ENSCAFT00000024084
IL22RA1	ENST00000270800	ENSCAFT00000048626
LAMB1	ENST00000222399	ENSCAFT00000087385
ITGB1	ENST00000302278	ENSCAFT00000006178
SQSTM1	ENST00000389805	ENSCAFT00000080794
DMGDH	ENST00000255189	ENSCAFT00000014548
PCSK2	ENST00000262545	ENSCAFT00000008876
MRPS25	ENST00000253686	ENSCAFT00000049062
ZNF830	ENST00000361952	ENSCAFT00000029132
OTOA	ENST00000286149	ENSCAFT00000028084
AMHR2	ENST00000257863	ENSCAFT00000068584
SCX	ENST00000567180	ENSCAFT00000002434
CBX1	ENST00000225603	ENSCAFT00000085480
DDN	ENST00000421952	ENSCAFT00000013911
EFHD2	ENST00000375980	ENSCAFT00000025853
CCDC112	ENST00000395557	ENSCAFT00000090222
HOXA13	ENST00000222753	ENSCAFT00000004756
ICOS	ENST00000316386	ENSCAFT00000020447
KIF20A	ENST00000394894	ENSCAFT00000001867
STAMBPL1	ENST00000371924	ENSCAFT00000087658
DXO	ENST00000337523	ENSCAFT00000001079
VPS35	ENST00000299138	ENSCAFT00000005941
C9orf78	ENST00000372447	ENSCAFT00000031795
BCL9	ENST00000234739	ENSCAFT00000017579
CRKL	ENST00000354336	ENSCAFT00000024123
RPP25	ENST00000322177	ENSCAFT00000078427
ATP6V0E1	ENST00000517669	ENSCAFT00000046508
FXYD1	ENST00000351325	ENSCAFT00000062228
NBAS	ENST00000281513	ENSCAFT00000005893
BRD9	ENST00000467963	ENSCAFT00000017273
PLVAP	ENST00000252590	ENSCAFT00000024343
RGS22	ENST00000360863	ENSCAFT00000086701
SLCO2A1	ENST00000310926	ENSCAFT00000010783
ASPSCR1	ENST00000306739	ENSCAFT00000093082
THAP3	ENST00000054650	ENSCAFT00000031191
ST6GALNAC6	ENST00000291839	ENSCAFT00000073449
CROCC	ENST00000375541	ENSCAFT00000047339
KCNH8	ENST00000328405	ENSCAFT00000009396
LZTS2	ENST00000370220	ENSCAFT00000015501
NDUFAF3	ENST00000326925	ENSCAFT00000018988
SHISA9	ENST00000558583	ENSCAFT00000044843
TMEM41B	ENST00000299596	ENSCAFT00000011591
UHRF1BP1	ENST00000192788	ENSCAFT00000063333
VAX1	ENST00000369206	ENSCAFT00000018920
FAM126A	ENST00000432176	ENSCAFT00000004353
SCG3	ENST00000220478	ENSCAFT00000024572
RNF186	ENST00000375121	ENSCAFT00000023989
UXT	ENST00000333119	ENSCAFT00000024097
CITED1	ENST00000246139	ENSCAFT00000027168
OTOF	ENST00000272371	ENSCAFT00000007145
RCE1	ENST00000309657	ENSCAFT00000046467
PTCHD4	ENST00000339488	ENSCAFT00000003323
SH2D1B	ENST00000367929	ENSCAFT00000020773
GATAD1	ENST00000287957	ENSCAFT00000042824
CEACAM18	ENST00000396477	ENSCAFT00000004587
HKDC1	ENST00000354624	ENSCAFT00000046047
PBK	ENST00000301905	ENSCAFT00000013295
HAS3	ENST00000306560	ENSCAFT00000032318
ZNF184	ENST00000211936	ENSCAFT00000079238
UBE2N	ENST00000318066	ENSCAFT00000049365
MYO7A	ENST00000409709	ENSCAFT00000008307
ENGASE	ENST00000579016	ENSCAFT00000008931
IL18	ENST00000280357	ENSCAFT00000049831
MDFI	ENST00000230321	ENSCAFT00000002502
CSF2	ENST00000296871	ENSCAFT00000036668
MNT	ENST00000174618	ENSCAFT00000030644
STX18	ENST00000306200	ENSCAFT00000044059
WNT10A	ENST00000258411	ENSCAFT00000023775
AGO2	ENST00000220592	ENSCAFT00000061641
GALNT13	ENST00000392825	ENSCAFT00000014579
PPP2R5D	ENST00000485511	ENSCAFT00000002747
PODXL	ENST00000378555	ENSCAFT00000002169
KNTC1	ENST00000333479	ENSCAFT00000079568
MAMDC2	ENST00000377182	ENSCAFT00000085337
MYO1B	ENST00000304164	ENSCAFT00000016040
SOAT1	ENST00000367619	ENSCAFT00000087497
RRNAD1	ENST00000368216	ENSCAFT00000026519
SLC5A12	ENST00000396005	ENSCAFT00000016148
YWHAG	ENST00000307630	ENSCAFT00000043497
PER2	ENST00000254657	ENSCAFT00000019727
NR1I3	ENST00000367982	ENSCAFT00000014526
GTF2H5	ENST00000607778	ENSCAFT00000047461
ZNF772	ENST00000343280	ENSCAFT00000046530
PHKB	ENST00000323584	ENSCAFT00000072518
XCR1	ENST00000309285	ENSCAFT00000021930
SHPRH	ENST00000275233	ENSCAFT00000076260
FOXA3	ENST00000302177	ENSCAFT00000007001
GRN	ENST00000053867	ENSCAFT00000022483
CRTC3	ENST00000268184	ENSCAFT00000019719
LBP	ENST00000217407	ENSCAFT00000039771
DISP3	ENST00000294484	ENSCAFT00000026281
DGKQ	ENST00000273814	ENSCAFT00000087691
ATP6V0A2	ENST00000330342	ENSCAFT00000011722
MC3R	ENST00000243911	ENSCAFT00000018875
PAQR7	ENST00000374296	ENSCAFT00000020218
OTOP3	ENST00000328801	ENSCAFT00000007515
HNF4G	ENST00000354370	ENSCAFT00000013166
PCBP3	ENST00000400314	ENSCAFT00000018912
RAB3B	ENST00000371655	ENSCAFT00000039721
MICU3	ENST00000318063	ENSCAFT00000011033
ABHD8	ENST00000247706	ENSCAFT00000024472
HELB	ENST00000247815	ENSCAFT00000035720
DPF1	ENST00000420980	ENSCAFT00000090167
OGDHL	ENST00000374103	ENSCAFT00000010857
SETD1B	ENST00000604567	ENSCAFT00000012996
TOB1	ENST00000268957	ENSCAFT00000027145
KRBA1	ENST00000319551	ENSCAFT00000045150
LIN37	ENST00000301159	ENSCAFT00000010979
AIF1	ENST00000376059	ENSCAFT00000064584
ZSCAN1	ENST00000282326	ENSCAFT00000043584
ABCC8	ENST00000389817	ENSCAFT00000091407
FGFBP1	ENST00000382333	ENSCAFT00000024255
CAMSAP1	ENST00000389532	ENSCAFT00000031364
SLC1A3	ENST00000265113	ENSCAFT00000029693
FAM110A	ENST00000246100	ENSCAFT00000011048
KRT14	ENST00000167586	ENSCAFT00000025254
LUZP4	ENST00000371920	ENSCAFT00000047633
NUDT16L1	ENST00000304301	ENSCAFT00000030473
TEX33	ENST00000381821	ENSCAFT00000073960
SLC35A4	ENST00000323146	ENSCAFT00000011471
TRPM4	ENST00000252826	ENSCAFT00000006049
CEP55	ENST00000371485	ENSCAFT00000012592
CNOT3	ENST00000221232	ENSCAFT00000071252
NUDT7	ENST00000268533	ENSCAFT00000031881
DENND6A	ENST00000311128	ENSCAFT00000012398
PALM	ENST00000338448	ENSCAFT00000031323
BARX1	ENST00000253968	ENSCAFT00000093658
POLL	ENST00000299206	ENSCAFT00000015739
CHRNB1	ENST00000306071	ENSCAFT00000025890
KIF21A	ENST00000361418	ENSCAFT00000016465
ARHGAP24	ENST00000395184	ENSCAFT00000062693
ZNF148	ENST00000360647	ENSCAFT00000019987
APP	ENST00000346798	ENSCAFT00000013599
EBAG9	ENST00000337573	ENSCAFT00000001142
EXOSC5	ENST00000221233	ENSCAFT00000043366
SHROOM4	ENST00000289292	ENSCAFT00000045988
CD69	ENST00000228434	ENSCAFT00000021549
EDRF1	ENST00000356792	ENSCAFT00000047735
SLC35D3	ENST00000331858	ENSCAFT00000000400
CHIC1	ENST00000373502	ENSCAFT00000075307
TAF5	ENST00000369839	ENSCAFT00000016513
FOXH1	ENST00000377317	ENSCAFT00000002568
PHYHD1	ENST00000372592	ENSCAFT00000031866
MFSD8	ENST00000296468	ENSCAFT00000006212
AP4M1	ENST00000359593	ENSCAFT00000077592
DENND6B	ENST00000413817	ENSCAFT00000000971
B3GALT2	ENST00000367434	ENSCAFT00000016756
ENPP4	ENST00000321037	ENSCAFT00000003193
COPB1	ENST00000249923	ENSCAFT00000013410
FANCI	ENST00000310775	ENSCAFT00000065096
DHRSX	ENST00000334651	ENSCAFT00000017611
FAM131C	ENST00000375662	ENSCAFT00000048985
CDCA3	ENST00000535406	ENSCAFT00000023262
TBPL2	ENST00000247219	ENSCAFT00000023895
POLD1	ENST00000440232	ENSCAFT00000004726
TMEM240	ENST00000378733	ENSCAFT00000043696
ZNF703	ENST00000331569	ENSCAFT00000010058
INSIG1	ENST00000340368	ENSCAFT00000008171
RNF220	ENST00000355387	ENSCAFT00000036543
GPATCH1	ENST00000170564	ENSCAFT00000090504
RTCA	ENST00000370128	ENSCAFT00000031847
CUX2	ENST00000261726	ENSCAFT00000013611
ENPP7	ENST00000328313	ENSCAFT00000084638
RNF139	ENST00000303545	ENSCAFT00000079663
ELL	ENST00000262809	ENSCAFT00000079240
TTC12	ENST00000529221	ENSCAFT00000022061
ASB14	ENST00000389601	ENSCAFT00000012683
ANKRD39	ENST00000393537	ENSCAFT00000047439
PDE4B	ENST00000329654	ENSCAFT00000074648
RPL37	ENST00000274242	ENSCAFT00000020274
EIF3M	ENST00000531120	ENSCAFT00000075880
MCM8	ENST00000378896	ENSCAFT00000091747
WDR11	ENST00000263461	ENSCAFT00000019620
IFT46	ENST00000264021	ENSCAFT00000072292
AP1M1	ENST00000291439	ENSCAFT00000024981
NGFR	ENST00000172229	ENSCAFT00000049876
BICD1	ENST00000281474	ENSCAFT00000016892
WWC1	ENST00000265293	ENSCAFT00000089604
CSRNP3	ENST00000314499	ENSCAFT00000045291
DPCD	ENST00000370151	ENSCAFT00000015750
CUL2	ENST00000374748	ENSCAFT00000067036
HMGB3	ENST00000325307	ENSCAFT00000045229
LUC7L2	ENST00000354926	ENSCAFT00000067895
BMX	ENST00000342014	ENSCAFT00000062447
NME5	ENST00000265191	ENSCAFT00000001799
FUCA2	ENST00000002165	ENSCAFT00000063667
TMEM165	ENST00000381334	ENSCAFT00000075364
RACGAP1	ENST00000312377	ENSCAFT00000048470
SLN	ENST00000305991	ENSCAFT00000079925
EXT1	ENST00000378204	ENSCAFT00000001302
FAM167B	ENST00000373582	ENSCAFT00000016939
CSRP1	ENST00000340006	ENSCAFT00000079757
LRRTM3	ENST00000361320	ENSCAFT00000043912
UBE2G1	ENST00000396981	ENSCAFT00000071398
KIAA0232	ENST00000307659	ENSCAFT00000072493
RASA2	ENST00000286364	ENSCAFT00000012307
KIF27	ENST00000297814	ENSCAFT00000002195
TVP23A	ENST00000299866	ENSCAFT00000066134
SNRPN	ENST00000346403	ENSCAFT00000016088
CENPW	ENST00000368328	ENSCAFT00000048492
ATP6V1C2	ENST00000272238	ENSCAFT00000067059
BCR	ENST00000305877	ENSCAFT00000070872
ARF6	ENST00000298316	ENSCAFT00000089002
ZDHHC13	ENST00000446113	ENSCAFT00000014970
KCTD5	ENST00000301738	ENSCAFT00000030759
PLEKHG4	ENST00000360461	ENSCAFT00000065337
CDC16	ENST00000356221	ENSCAFT00000010489
PPP1R14D	ENST00000299174	ENSCAFT00000014886
IGLON5	ENST00000270642	ENSCAFT00000043292
UVSSA	ENST00000389851	ENSCAFT00000087303
FAM104A	ENST00000403627	ENSCAFT00000007272
ASIC3	ENST00000349064	ENSCAFT00000079460
WDR90	ENST00000293879	ENSCAFT00000084692
SLC35A1	ENST00000369552	ENSCAFT00000085546
ZFAND1	ENST00000220669	ENSCAFT00000062165
